index,address,longitude,lat,locality,store_code,staff_numbers,opening_date,store_type,latitude,country_code,continent
300,"Flat 12
Harriet circle
Sandraland
UB0V 3QF, Arbroath",56.56317,,Arbroath,AR-2284FD32,4,2018-11-29,Mall Kiosk,-2.58736,GB,Europe
301,"Christine-Winkler-Straße 5
08309 Wurzen, Gronau",52.21099,,Gronau,GR-63F021A1,6,2020-02-22,Mall Kiosk,7.02238,DE,Europe
302,"Flat 53
Liam vista
Alicehaven
E6E 7TE, East Dereham",52.68333,,East Dereham,EA-EB4F2E1B,68,2000-09-20,Outlet,0.93333,GB,Europe
303,"Döringallee 7
21119 Sankt Goarshausen, Gifhorn",52.47774,,Gifhorn,GI-718674C0,78,2005-01-10,Super Store,10.5511,DE,Europe
304,"Kadestr. 0
65793 Hildesheim, Charlottenburg-Nord",52.53048,,Charlottenburg-Nord,CH-7638016B,31,2000-06-27,Local,13.29371,DE,Europe
305,"8 Baker orchard
Joycestad
S7 3XE, Gainsborough",53.38333,,Gainsborough,GA-D570038A,137,1996-05-18,Super Store,-0.76667,GB,Europe
306,"Mercedes-Benthin-Ring 2/8
93429 Saarlouis, Hofheim am Taunus",50.09019,,Hofheim am Taunus,HO-16A376B0,28,2022-06-18,Local,8.4493,DE,Europe
307,"5 Cole rapid
West Robert
SN63 0XR, Aberdeen",57.14369,,Aberdeen,AB-30E0C17F,37,2003-05-17,Local,-2.09814,GB,Europe
308,"Peukertring 850
19830 Bad Brückenau, Nidderau",50.23805,,Nidderau,NI-AB0FECD7,90,2022-10-12,Outlet,8.86704,DE,Europe
309,"Flat 1
Brenda fields
New Brenda
SA7N 1WA, Selby",53.78333,,Selby,SE-C44E6951,40,1993-04-19,Outlet,-1.06667,GB,Europe
310,"Studio 24I
Nathan lock
Adamberg
BR0M 3YZ, Cowes",50.76306,,Cowes,CO-308FF73B,39,2019-01-06,Local,-1.29772,GB,Europe
311,"4 Wright ways
South Timothychester
FK4B 2WB, Exeter",50.7236,,Exeter,EX-B4EE25D8,38,2007-05-27,Local,-3.52751,GB,Europe
312,"Studio 97
Morris wall
West Karl
SL9 9DZ, Selby",53.78333,,Selby,SE-E21DDC72,35,2017-09-04,Local,-1.06667,GB,Europe
313,"349 Megan extensions
West Martin
PH39 7DR, Thetford",52.41667,,Thetford,TH-142AE777,94,2007-05-05,Super Store,0.75,GB,Europe
314,"10212 Victoria Ports
Port Jillview, MN 30315, Carlsbad",32.42067,,Carlsbad,CA-70469742,5,2012-09-22,Mall Kiosk,-104.22884,US,America
315,"Flat 09
Ford cliff
Jeffreyville
W6E 2FW, Newbury",51.40148,,Newbury,NE-6046DE65,29,1996-06-01,Local,-1.32471,GB,Europe
316,"118 Logan Port Suite 682
New Jacobton, SC 81887, Lutz",28.15112,,Lutz,LU-439557A9,4,2012-08-18,Mall Kiosk,-82.46148,US,America
317,"317 Douglas springs
Kayleighberg
B9C 7QG, Surbiton",51.39148,,Surbiton,SU-163D2755,77,2012-10-07,Outlet,-0.29825,GB,Europe
318,"Studio 4
Fuller crossing
West Guy
SM9 8AQ, Viewpark",55.82737,,Viewpark,VI-8EBC5471,27,2004-01-23,Local,-4.0573,GB,Europe
319,"268 Smith walks
North Stuartborough
W42 8LL, Bushey",51.64316,,Bushey,BU-834779E4,93,2017-11-17,Super Store,-0.36053,GB,Europe
320,"32961 Daniel Bridge
West Malikfurt, ME 07252, Sterling",39.00622,,Sterling,ST-6590521C,32,1996-02-04,Local,-77.4286,US,America
321,"Fabian-Kruschwitz-Ring 1
42324 Wiedenbrück, Hofheim am Taunus",50.09019,,Hofheim am Taunus,HO-CE40B554,134,2019-12-18,Super Store,8.4493,DE,Europe
322,"167 Damien valley
Port Mohamedborough
M10 4LS, Lower Earley",51.42708,,Lower Earley,LO-8E1CA9E3,96,1996-09-18,Super Store,-0.91979,GB,Europe
323,"4 White greens
Stephenmouth
TS3 9AX, Surbiton",51.39148,,Surbiton,SU-ABF4F9A1,7,2001-05-18,Mall Kiosk,-0.29825,GB,Europe
324,"2 Kieran alley
South Leanneshire
EH4 8AQ, Cowes",50.76306,,Cowes,CO-9A576872,84,2015-03-06,Outlet,-1.29772,GB,Europe
325,"Hertrampfallee 45
17758 Strasburg, Albstadt",48.21644,,Albstadt,AL-EE8984F0,5,2003-10-16,Mall Kiosk,9.02596,DE,Europe
326,"Diethard-Bien-Ring 95
87473 Neunburg vorm Wald, Albstadt",48.21644,,Albstadt,AL-FB5FAE9B,22,2005-03-26,Local,9.02596,DE,Europe
327,"Flat 38E
Roy squares
Mahmoodton
RH7P 3AS, East Dereham",52.68333,,East Dereham,EA-EC2DAADE,36,2010-11-15,Local,0.93333,GB,Europe
328,"Boucseinweg 1/9
96416 Worbis, Stuttgart",48.78232,,Stuttgart,ST-D14ED89D,59,1998-09-29,Outlet,9.17702,DE,Europe
329,"Flat 3
Carole walks
Davisborough
S2 5EE, Lower Earley",51.42708,,Lower Earley,LO-C4AB23C1,22,2015-08-31,Local,-0.91979,GB,Europe
330,"Schleichstr. 883
92656 Bruchsal, Oberhausen",51.47805,,Oberhausen,OB-4B85CD4E,108,1996-10-22,Super Store,6.8625,DE,Europe
331,"Flat 9
Marc islands
Joanfort
LN39 1RY, Bushey",51.64316,,Bushey,BU-79F72A64,4,2011-09-24,Mall Kiosk,-0.36053,GB,Europe
332,"Marit-Zirme-Platz 8
08920 Berchtesgaden, Eppingen",49.13645,,Eppingen,EP-E66BE479,6,1996-10-15,Mall Kiosk,8.91229,DE,Europe
333,X349GIDWKU,O7NF1FZ74Y,VKA5I8H32X,RX9TCP2RGB,ISEE8A57FE,74BY7HSB6P,A3PMVM800J,0RSNUU3DF5,J3BPB68Z1J,F3AO8V2LHU,GFJQ2AAEQ8
334,"9 Jones divide
Whitechester
LU9E 4BL, Walton-on-the-Naze",51.84819,,Walton-on-the-Naze,WA-58021322,80,2011-02-08,Super Store,1.26738,GB,Europe
335,"Beckmannring 978
52046 Bad Freienwalde, Korschenbroich",51.19139,,Korschenbroich,KO-7E39C57F,33,1995-02-26,Local,6.51352,DE,Europe
336,"588 Natalie plaza
Annefurt
N94 8GD, High Wycombe",51.62907,,High Wycombe,HI-AED3C6CD,29,2012-06-21,Local,-0.74934,GB,eeEurope
337,"6 John port
North Amanda
G6 2EU, Aberdeen",57.14369,,Aberdeen,AB-D665986A,32,2002-07-21,Local,-2.09814,GB,Europe
338,"Kata-Seifert-Gasse 241
04496 Wetzlar, Bretten",49.03685,,Bretten,BR-B7C294A7,77,2018-02-08,Outlet,8.70745,DE,Europe
339,"Flat 5
Ward gardens
New Timothy
SO9X 6NY, Lymington",50.75767,,Lymington,LY-120579E6,34,1998-05-05,Local,-1.5443,GB,eeEurope
340,"148 Samuel course
Nicolaside
GY3E 5SD, Great Wyrley",52.66277,,Great Wyrley,GR-250FBD0C,27,1994 November 24,Local,-2.01111,GB,Europe
341,"Studio 8
Lydia groves
North Hilarymouth
IV4 6EJ, Southsea",50.79205,,Southsea,SO-B5B9CB3B,A97,2018-05-08,Super Store,-1.08593,GB,Europe
342,"Mareile-Geißler-Straße 54
41907 Lobenstein, Landshut",48.52961,,Landshut,LA-6D1FE061,89,2017-10-24,Outlet,12.16179,DE,Europe
343,"Bruderstr. 1/5
24745 Mayen, Bretten",49.03685,,Bretten,BR-09D8DE69,5,1999-01-02,Mall Kiosk,8.70745,DE,Europe
344,"Flat 06e
Herbert fall
Lake Frank
FK92 1JZ, Westbury",51.26,,Westbury,WE-C5C34475,134,1994-01-29,Super Store,-2.1875,GB,eeEurope
345,"22 Taylor island
Lake Danielfort
B6 8NH, Inverness",57.47908,,Inverness,IN-827175EE,36,2010-06-06,Local,-4.22398,GB,Europe
346,"Heinz-Dieter-Stadelmann-Ring 55
11784 Miesbach, Verl",51.88333,,Verl,VE-38B76FFE,28,2006-07-18,Local,8.51667,DE,Europe
347,"Mirco-Dörschner-Straße 4/3
16157 Jülich, Oschatz",51.30001,,Oschatz,OS-4BF93680,34,2020-11-13,Local,13.10984,DE,Europe
348,"auch Schlauchinstraße 287
85621 Ochsenfurt, Weimar",50.9803,,Weimar,WE-69BFEA46,53,2009-07-26,Outlet,11.32903,DE,Europe
349,"Ilonka-Rust-Gasse 700
44228 Burgdorf, Halstenbek",53.63333,,Halstenbek,HA-FC4E6AFF,32,2017-06-01,Local,9.85,DE,Europe
350,"7 Tracy bridge
Dohertyport
E8H 1UF, Exeter",50.7236,,Exeter,EX-A01E0020,39,2004-01-23,Local,-3.52751,GB,Europe
351,"06969 Dalton Rapid Apt. 131
Port James, DE 55905, Hutchinson",38.06084,,Hutchinson,HU-57B095A2,40,1998-01-22,Local,-97.92977,US,America
352,"Almut-Förster-Ring 366
87661 Spremberg, Charlottenburg-Nord",52.53048,,Charlottenburg-Nord,CH-01DEFD68,36,1998-04-01,Local,13.29371,DE,Europe
353,"4 Emma trail
Ellisborough
E0 7DY, Rutherglen",55.82885,,Rutherglen,RU-9D16C525,4,1998-09-11,Mall Kiosk,-4.21376,GB,Europe
354,"7298 Todd Mission Suite 390
Sullivanside, PW 47041, Scarsdale",41.0051,,Scarsdale,SC-FFDD5A57,7,1999-09-18,Mall Kiosk,-73.78458,US,America
355,"Studio 85
Gardner port
Charltonborough
S9B 4HT, Kingston upon Hull",53.7446,,Kingston upon Hull,KI-DD9663C2,28,1997-03-25,Local,-0.33525,GB,Europe
356,"792 Allen locks
Hughesborough
W8D 0NQ, Exeter",50.7236,,Exeter,EX-B3F5CFB1,20,1996-07-09,Local,-3.52751,GB,Europe
357,"789 Donna Skyway Suite 416
East Margaretland, AR 43995, Iron River",46.09273,,Iron River,IR-C8DAAB31,28,2002-05-14,Local,-88.64235,US,America
358,"Gerta-Häring-Straße 8
98714 Donaueschingen, Wesseling",50.82709,,Wesseling,WE-A6C131B0,113,1997-09-15,Super Store,6.9747,DE,Europe
359,"Gorlitzallee 04
16084 Stadtsteinach, Oberhausen",51.47805,,Oberhausen,OB-FDC2CF69,36,2015-07-05,Local,6.8625,DE,Europe
360,"Hillerring 299
61655 Merseburg, Bad Segeberg",53.94313,,Bad Segeberg,BA-25629F8E,24,2021-08-11,Local,10.30215,DE,Europe
361,"45 Cameron field
Rhysport
G24 5RX, High Wycombe",51.62907,,High Wycombe,HI-7B43DCA9,35,2009-09-20,Local,-0.74934,GB,Europe
362,"Egbert-Heser-Straße 066
16185 Wurzen, Hechingen",48.35149,,Hechingen,HE-84E62AB9,30,2001-04-20,Local,8.96317,DE,Europe
363,"Studio 9
Rachael mills
Lake Guy
ML6 0YG, Rutherglen",55.82885,,Rutherglen,RU-DA6DCDA7,38,2000-12-28,Local,-4.21376,GB,Europe
364,"212 Nicola islands
East Ricky
JE2H 2AG, Inverness",57.47908,,Inverness,IN-E47115F0,32,1995-08-26,Local,-4.22398,GB,Europe
365,"Gerti-Gumprich-Gasse 9/3
69138 Pfaffenhofen an der Ilm, Bad Segeberg",53.94313,,Bad Segeberg,BA-91C512D2,26,2007-10-04,Local,10.30215,DE,eeEurope
366,"937 Sharon Lane Suite 420
South Jonfort, NM 79234, Jackson",35.61452,,Jackson,JA-49A2D7F5,40,1994-12-04,Local,-88.81395,US,America
367,"76 Glen street
Port Declan
DH57 5XF, Inverness",57.47908,,Inverness,IN-C4060B7D,25,1999-05-16,Local,-4.22398,GB,Europe
368,"1 Moore shore
Smithmouth
BT6 6LR, Chapletown",53.46506,,Chapletown,CH-6ADEBD99,7,2005-11-08,Mall Kiosk,-1.47217,GB,Europe
369,"0 Marian circles
Port Kayleigh
PR5 6LW, Bushey",51.64316,,Bushey,BU-B5B6F452,25,February 2009 28,Local,-0.36053,GB,Europe
370,"Studio 88
Alice crescent
Clareview
E3C 1BB, Selby",53.78333,,Selby,SE-531CB6EE,36,1994-10-11,Local,-1.06667,GB,Europe
371,"92 Carole drives
East Hollie
L6F 3AJ, Surbiton",51.39148,,Surbiton,SU-EFC31DF9,96,2017-06-12,Super Store,-0.29825,GB,Europe
372,"Studio 23
Bernard villages
Dannychester
N0 0WZ, Strood",51.39323,,Strood,ST-76D54DCB,59,1998-09-29,Outlet,0.47713,GB,Europe
373,"Stefano-Drewes-Platz 5/8
72384 Karlsruhe, Hechingen",48.35149,,Hechingen,HE-A49D28DF,24,2001-07-27,Local,8.96317,DE,Europe
374,"50 Palmer lakes
West Jacquelinemouth
S5J 7UG, Lancing",50.82882,,Lancing,LA-0E85631B,29,2010-07-26,Local,-0.32247,GB,Europe
375,"Salzstraße 1/9
74209 Bad Freienwalde, Charlottenburg-Nord",52.53048,,Charlottenburg-Nord,CH-99475026,3n9,1995-03-05,Local,13.29371,DE,Europe
376,"Ewa-Mude-Weg 8
93170 Neustrelitz, Pfullingen",48.46458,,Pfullingen,PF-4FB7B30C,21,2001-05-10,Local,9.22796,DE,Europe
377,"Danny-Schüler-Platz 8/0
55598 Bayreuth, Albstadt",48.21644,,Albstadt,AL-34ABF27F,37,1997-01-30,Local,9.02596,DE,Europe
378,"Flat 59
Donna wells
Walshton
DD4P 8WL, Lower Earley",51.42708,,Lower Earley,LO-74DBE049,26,2019-07-19,Local,-0.91979,GB,Europe
379,"71 James row
Lake Angela
EC60 5TP, Lower Earley",51.42708,,Lower Earley,LO-EC0C9189,33,2018-10-21,Local,-0.91979,GB,Europe
380,"81 Kenneth spur
Lake Jeremy
PO80 5NA, Belper",53.0233,,Belper,BE-C5C7E600,39,1993-08-16,Local,-1.48119,GB,Europe
381,ZBGB54ID4H,SKO4NMRNNF,LACCWDI0SB,CQMHKI78BX,T0R2CQBDUS,GT1FO6YGD4,GMMB02LA9V,B4KVQB3P5Y,AJHOMDOHZ4,OH20I92LX3,SLQBD982C0
382,"Flat 2
Hill trafficway
Annefurt
BD0X 4SD, Penzance",50.11861,,Penzance,PE-F9CF2B74,7,2006-06-18,Mall Kiosk,-5.53715,GB,Europe
383,"Handegasse 60
21291 Soltau, Aschaffenburg",49.97704,,Aschaffenburg,AS-373D10B2,51,1997-09-17,Outlet,9.15214,DE,Europe
384,"23 Spencer creek
Robinsonborough
EH6 4UE, Rhosllanerchrugog",53.00974,,Rhosllanerchrugog,RH-450F1A1B,23,2004-01-23,Local,-3.05814,GB,Europe
385,"Dina-Beier-Allee 6/2
47004 Uffenheim, Gronau",52.21099,,Gronau,GR-61A03D84,25,1994-10-19,Local,7.02238,DE,Europe
386,"9 Richard centers
Port Lorrainestad
TF7 0XN, Aberdeen",57.14369,,Aberdeen,AB-D04AA29C,68,2002-07-23,Outlet,-2.09814,GB,Europe
387,"Dorothe-Wernecke-Allee 0/5
27291 Greifswald, Weimar",50.9803,,Weimar,WE-0E145AF9,29,2019-01-04,Local,11.32903,DE,Europe
388,"7646 Smith Key
Murrayfurt, CT 96012, Bridgeport",41.16704,,Bridgeport,BR-0DCD7EE0,28,2006-01-20,Local,-73.20483,US,America
389,"Studio 1
Walsh gardens
West Stanley
M16 6YB, Thetford",52.41667,,Thetford,TH-B8F42840,70,2018-03-30,Super Store,0.75,GB,Europe
390,"Studio 81
Bentley villages
Valeriechester
M2 7RU, Great Wyrley",52.66277,,Great Wyrley,GR-16C93F4D,29,2005-03-13,Local,-2.01111,GB,Europe
391,"6 Christine green
Seanfort
MK1 5UF, Blackpool",53.81667,,Blackpool,BL-190ABD7D,30,2022-04-05,Local,-3.05,GB,Europe
392,"Hans-Martin-Köster-Straße 2/2
19032 Seelow, Rudolstadt",50.72043,,Rudolstadt,RU-798BB83A,40,1996-05-30,Local,11.34046,DE,Europe
393,"Studio 25
Gerald square
Lewisview
SL3 9FD, Hartley",51.38673,,Hartley,HA-10EEDC1D,31,2004-02-13,Local,0.30367,GB,Europe
394,"Studio 28Q
Elliott plains
North Hollyfurt
CT50 1XR, Aberdeen",57.14369,,Aberdeen,AB-FCFAB1A9,106,March 2015 02,Super Store,-2.09814,GB,Europe
395,"Peter-Röhricht-Straße 11
62729 Ingolstadt, Hermsdorf",52.61131,,Hermsdorf,HE-8818F573,7,2005-07-20,Mall Kiosk,13.31783,DE,Europe
396,"885 Smith skyway
Port Paigestad
BB2 6ZP, Inverness",57.47908,,Inverness,IN-CC1993CF,33,1993-08-03,Local,-4.22398,GB,Europe
397,"6 Arnold course
West Mitchell
N74 1QS, Lymington",50.75767,,Lymington,LY-D37CAF45,20,2021-06-15,Local,-1.5443,GB,Europe
398,"Ullmannring 4/9
61484 Neustadtner Waldnaab, Reutlingen",48.49144,,Reutlingen,RE-75445D60,31,2013-05-08,Local,9.20427,DE,Europe
399,"Flat 2
Anna union
Brownview
N5S 6WR, Cowes",50.76306,,Cowes,CO-3971C69C,33,2004-10-11,Local,-1.29772,GB,Europe
400,"Thanelweg 0/3
77499 Wolfenbüttel, Neuburg an der Donau",48.73218,,Neuburg an der Donau,NE-D1A20330,5,2017-01-10,Mall Kiosk,11.18709,DE,Europe
401,"Flat 7
Diana prairie
Ashleighville
SN2 5SE, Lancing",50.82882,,Lancing,LA-A12C3D8F,38,2003-12-11,Local,-0.32247,GB,Europe
402,"Putzplatz 722
89252 Roth, Bad Honnef",50.64336,,Bad Honnef,BA-C0C7FDBE,28,2012-03-06,Local,7.2278,DE,Europe
403,"Krauseweg 835
71678 Perleberg, Losheim",49.5099,,Losheim,LO-F33AC948,31,2003-11-05,Local,6.74549,DE,Europe
404,"90 Burton path
South Clivemouth
N3 1SB, Poulton-le-Fylde",53.83333,,Poulton-le-Fylde,PO-E636D18D,73,2010-10-18,Super Store,-2.98333,GB,Europe
405,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
406,"2 Curtis fork
Mariaburgh
W7U 6DS, Leyland",53.69786,,Leyland,LE-1E8CCAFA,35,2014-05-21,Local,-2.68758,GB,Europe
407,"89998 Thomas Cove
Benjaminview, GA 10236, Scottsdale",33.50921,,Scottsdale,SC-4AE031F4,37,2017-10-26,Local,-111.89903,US,eeAmerica
408,"Flat 98
Page estates
North Ann
YO6 5NS, Lower Earley",51.42708,,Lower Earley,LO-ED733BA2,48,1996-12-11,Outlet,-0.91979,GB,Europe
409,"Ortwin-Graf-Allee 755
18785 Schwabmünchen, Friedberg",48.35693,,Friedberg,FR-A86E698A,21,2016-03-16,Local,10.98461,DE,Europe
410,"Studio 38
Georgia alley
Lake Brendaburgh
S0 9YS, Kingston upon Hull",53.7446,,Kingston upon Hull,KI-107167CD,119,2002-11-18,Super Store,-0.33525,GB,Europe
411,"Flat 61o
Melanie tunnel
Howellsside
M8W 3EJ, Belper",53.0233,,Belper,BE-7D0EF647,32,1993-06-29,Local,-1.48119,GB,Europe
412,"31 Freeman circle
Lake Lee
B3 6JW, Penzance",50.11861,,Penzance,PE-086FA5EE,32,2018-04-10,Local,-5.53715,GB,Europe
413,"Studio 4
Sheppard forges
Lake Lyndaberg
L9 0SQ, Penzance",50.11861,,Penzance,PE-78E2B585,5,2003-08-05,Mall Kiosk,-5.53715,GB,Europe
414,XTUAV57DP4,ID819KG3X5,A3O5CBWAMD,RY6K0AUE7F,TUOKF5HAAQ,FRTGHAA34B,13PIY8GD1H,X0FE7E2EOG,AE7EEW4HSS,OYVW925ZL8,XQ953VS0FG
415,"Flat 82Z
Tina vista
New Nicholas
IP2 5LW, Arbroath",56.56317,,Arbroath,AR-EE57502B,25,2011-12-12,Local,-2.58736,GB,Europe
416,"3 James ferry
South Terryshire
N80 4HX, Exeter",50.7236,,Exeter,EX-FA379F57,129,1996-12-01,Super Store,-3.52751,GB,Europe
417,"Sabine-Plath-Platz 1
46885 Auerbach, Gronau",52.21099,,Gronau,GR-9049A708,124,2014-01-13,Super Store,7.02238,DE,eeEurope
418,"Flat 10r
Elaine rapids
Stuartmouth
TQ4P 6TA, Walton-on-the-Naze",51.84819,,Walton-on-the-Naze,WA-ED4B495E,21,2001-09-05,Local,1.26738,GB,Europe
419,"18134 Caleb Pine
New Michaelbury, ME 45223, Troutdale",45.53929,,Troutdale,TR-8CD56339,133,2004-02-09,Super Store,-122.38731,US,America
420,"5937 Jody Station Suite 068
Nathanview, MN 63911, Columbia Heights",45.0408,,Columbia Heights,CO-D819CC5E,38,2010-02-06,Local,-93.263,US,America
421,"Flat 30
Abigail isle
Patelville
L50 0QG, Exeter",50.7236,,Exeter,EX-82831D93,107,2017-09-10,Super Store,-3.52751,GB,Europe
422,"Studio 84N
Phillips squares
South Andrea
E56 5FU, Westbury",51.26,,Westbury,WE-FF0F6BA4,20,2010-04-06,Local,-2.1875,GB,Europe
423,"Sergei-Bien-Gasse 92
38896 Sternberg, Eppingen",49.13645,,Eppingen,EP-6E0918AF,21,2022-02-23,Local,8.91229,DE,Europe
424,"4661 Jennifer Expressway Apt. 500
Lukebury, NH 33096, Westchester",41.85059,,Westchester,WE-B278D336,62,1997-11-14,Super Store,-87.882,US,America
425,"Studio 2
Rachel turnpike
Shawbury
W0 9FJ, Bushey",51.64316,,Bushey,BU-FB96B095,86,2021-11-24,Outlet,-0.36053,GB,Europe
426,"Biggenstraße 13
01718 Weißenfels, Korschenbroich",51.19139,,Korschenbroich,KO-975B107F,37,2017-05-28,Local,6.51352,DE,Europe
427,"15 Jeffrey pines
Victoriamouth
OL4 4LX, Exeter",50.7236,,Exeter,EX-2E8DF595,35,1998-08-05,Local,-3.52751,GB,Europe
428,"Flat 81
Holly village
Weststad
W7J 4YP, Hartley",51.38673,,Hartley,HA-CCBCBF87,24,2001-06-06,Local,0.30367,GB,Europe
429,"Studio 2
Rosie estate
South Henryport
SP6E 4HT, Arbroath",56.56317,,Arbroath,AR-ADA61B10,134,2006-10-03,Super Store,-2.58736,GB,Europe
430,"935 Brenda knolls
East Lynnetown
S0T 9UB, Rutherglen",55.82885,,Rutherglen,RU-F0666E4B,32,2006-10-09,Local,-4.21376,GB,Europe
431,"Studio 2
Sam wells
Port Ireneport
W9 5YG, Walton-on-the-Naze",51.84819,,Walton-on-the-Naze,WA-A34BF06C,130,2016-03-20,Super Store,1.26738,GB,Europe
432,"9 Bennett summit
East Bethland
E9U 8YH, Kingston upon Hull",53.7446,,Kingston upon Hull,KI-137ED849,40,2003-05-01,Local,-0.33525,GB,Europe
433,"46 Simpson view
North Heather
KY8B 5TD, Belper",53.0233,,Belper,BE-6F48991F,77,1994-12-27,Super Store,-1.48119,GB,Europe
434,"Schäferallee 56
41888 Bruchsal, Charlottenburg-Nord",52.53048,,Charlottenburg-Nord,CH-C98AC168,39,2021-02-28,Local,13.29371,DE,Europe
435,"Studio 57
Adams river
East Garry
KW0 8FQ, Devizes",51.35084,,Devizes,DE-12392F66,139,1996-10-16,Super Store,-1.99421,GB,Europe
436,"754 Kim streets
New Paigemouth
E5 7AE, Barnet",51.65,,Barnet,BA-41B2EB4B,8,2022-07-16,Mall Kiosk,-0.2,GB,Europe
437,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
438,"Flat 86
Wendy mountain
South Phillip
AL2N 3AE, Winsford",53.19146,,Winsford,WI-1EA140B1,68,1996-11-16,Outlet,-2.52398,GB,Europe
439,"265 Jasmine stravenue
Mauricehaven
SO7 2UY, Chapletown",53.46506,,Chapletown,CH-01D85C8D,35,2005-09-01,Local,-1.47217,GB,Europe
440,"8 Watkins walk
Goodwinton
B8 5LS, Viewpark",55.82737,,Viewpark,VI-68DB8362,29,2022-08-20,Local,-4.0573,GB,Europe
441,"Flat 89
Ricky trafficway
East Alicechester
N46 8ZT, Rhosllanerchrugog",53.00974,,Rhosllanerchrugog,RH-80D609C9,23,2017-01-14,Local,-3.05814,GB,Europe
442,"Flat 98H
Stephanie squares
Port Lindsey
SA6Y 1ZN, Aberdeen",57.14369,,Aberdeen,AB-D5ABF437,22,2020-12-15,Local,-2.09814,GB,Europe
443,"Studio 31
Graeme via
North Amanda
B30 4PJ, Belper",53.0233,,Belper,BE-B069E157,40,2019-10-30,Local,-1.48119,GB,Europe
444,"936 Foster forge
Tracyside
W0 3GT, Walton-on-the-Naze",51.84819,,Walton-on-the-Naze,WA-A41DA979,98,2014-06-04,Super Store,1.26738,GB,Europe
445,"Flat 7
Stephanie lake
Morrisside
HP8 8LH, Cowes",50.76306,,Cowes,CO-473A9FBB,94,2008-06-08,Super Store,-1.29772,GB,Europe
446,"Täschestraße 25
39039 Nördlingen, Kirchlengern",52.2,,Kirchlengern,KI-78096E8C,61,2005-05-12,Super Store,8.63333,DE,Europe
447,K0ODETRLS3,K8CXLZDP07,UXMWDMX1LC,3VHFDNP8ET,9D4LK7X4LZ,D23PCWSM6S,36IIMAQD58,NN04B3F6UQ,JZP8MIJTPZ,B3EH2ZGQAV,1WZB1TE1HL
448,"Studio 8
Moss mall
West Linda
M0E 6XR, High Wycombe",51.62907,,High Wycombe,HI-EEA7AE62,33,1998-05-14,Local,-0.74934,GB,Europe
449,"Baumplatz 6
80114 Kötzting, Bretten",49.03685,,Bretten,BR-662EC74C,35,2020-10-17,Local,8.70745,DE,Europe
450,"Gotthilf-Rose-Straße 7/3
45457 Feuchtwangen, Bad Honnef",50.64336,,Bad Honnef,BA-B4AED588,36,2001-05-12,Local,7.2278,DE,eeEurope
